identifiant_id;nom_de_l_organisme;adresse_de_l_organisme;code_postal;commune;lien_vers_la_ressource;description_des_contenus_et_de_l_experience_proposes_min_200_max_500_caracteres;si_enfants_merci_de_preciser_le_niveau_scolaire;titre_de_la_ressource;activite_proposee_apprendre_se_divertir_s_informer;public_cible;types_de_ressources_proposees;thematiques;contenus_adaptes_aux_types_de_handicap;temps_d_activite_estime_lecture_ecoute_visionnage_jeu;accessibilite_perennite_de_la_ressource;rattachement_de_l_organisme;autre_precisez;si_limite_dans_le_temps_precisez_jusqu_a_quelle_date;autres_precisez;geolocalisation_ban
798;Espace culture Lympia;2 Quai Entrecasteaux;06000;Nice;https://www.departement06.fr/covid19-mesures-du-departement/la-culture-chez-vous-35419.html;<p>Puisque vous ne pouvez plus aller à elle en cette période de confinement, le Département des Alpes-Maritimes amène la culture chez vous. Dans cette rubrique, la nous vous proposons une large offre culturelle allant de la visite virtuelle à 360° d’exposition inédite à la découverte de trésors patrimoniaux des Alpes-Maritimes tout en passant par l’apprentissage de pratiques artistiques venues d’ailleurs.</p>;107|Primaire|Collège|Lycée;Sélection #Culturecheznous;Expos, musées;Tous publics;Livres numériques,Expositions virtuelles;Musées;;Le temps d’un week-end;Accès permanent;Collectivité territoriale;;;;43.69425, 7.286006
805;Feedbooks;15 lisière du golf;92380;Garches;http://fr.feedbooks.com/publicdomain;Des centaines d'ouvrages du domaine public à télécharger gratuitement, comme Robinson Crusoé de Daniel Defoe ou encore De la terre à la lune de Jules Vernes.;;Librairie 100% numérique gratuite;Livres;Tous publics;Livres numériques;Littérature, sciences humaines, langues;;Toute une vie ne suffit pas;Accès permanent;Organisme privé;;;;48.854619, 2.192625
807;Festival Baroque;Maison des arts - 2 rue de Pâtis;95300;Pontoise;https://www.festivalbaroque-pontoise.fr/fr/programmes/medias-videos-interviews-captations-concerts;"<p>Le Festival vous permet de voir et revoir 5 concerts et des interviews de la saison écoulée. Avec le soutien de Val d’Oise Numérique.&nbsp;</p>";;Concerts du Festival Baroque de Pontoise;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Musique, concerts et opéras;;Le temps d’une soirée;Accès gratuit exceptionnel et limité dans le temps;Organisme privé;;;;
808;Festival Correspondances Manosque La Poste;Hôtel Raffin – Centre culturel et littéraire, 3 bd Elémir Bourges;04100;Manosque;http://correspondances-manosque.org/category/ecouter_voir/videos/;Capsules vidéos et paroles d'auteurs;;Entretiens avec des écrivains;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé;Littérature, sciences humaines, langues;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;43.832021, 5.782144
814;Festival Little CIRCULATION(S);121 rue de Charonne;75011;Paris;https://www.festival-circulations.com/evenement/little-circulations-2020/;<p>En ces temps de confinement, Little CIRCULATION(S), l’exposition à hauteur d’enfants, vient te rendre visite à la maison. Nous te proposons de découvrir des artistes du festival avec une approche ludique dédiée au jeune public – mêlant observation et amusement !</p>;;Little CIRCULATION(S) à la maison;Approfondir ses connaissances;Parents / Éducateurs;Ressources pédagogiques;Arts décoratifs, design, métiers d’art;;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.854857, 2.385749
815;Films pour enfants;15-17 rue campo-formio;75013;Paris;https://www.films-pour-enfants.com/tous-les-films-pour-enfants.html;Les films sont en libre accès gratuit et légal et peuvent être visionnés dans le cadre de représentations privées et gratuites.;;Sélection quasi infinie de films pour enfants / familles;Films, documentaires, vidéos;Enfants;Vidéo, flux en direct, programmes en différé;Audiovisuel,Arts numériques,Cinéma;;Toute une vie ne suffit pas;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.83444, 2.359851
819;Fonds d'art contemporain - Paris Collections;11 rue du Pré;75018;Paris;https://uneoeuvrealecole.wordpress.com/2020/03/25/une-oeuvre-a-la-maison/;"<p>Une œuvre à la maison reprend et adapte les ateliers organisés dans les établissements scolaires partenaires de notre programme ""Une œuvre à l'école"". Il se présente sous la forme d'une série d'ateliers d'arts plastiques proposés chaque semaine (2 articles hebdomadaire comprenant chacun entre 1 et 3 ateliers) inspirés d'une œuvre pour (re)découvrir la collection en s'amusant, chez soi. À destination des parents et enfants (tranches d'âges variables en fonction des ateliers : de 3 à 15 ans).</p>";;Une œuvre à la maison;Partager ses passions;Parents / Éducateurs;Ressources pédagogiques,Images, collections numérisées, bases de données,Jeux,Création et pratiques artistiques;Arts visuels;Facile à lire et à comprendre (FALC);Le temps d’une soirée;Accès gratuit exceptionnel et limité dans le temps;Collectivité territoriale;;;;47.238464, -1.364837
821;Fonds de dotation pour la gestion et la valorisation du patrimoine pharmaceutique;4 avenue Ruysdaël;75008;Paris;https://artetpatrimoinepharmaceutique.fr/exhibit/9;Les pharmaciens célèbres, images d'officines, zoom sur l'apothicairerie, l'art pharmaceutique,...;;Expositions virtuelles;Expos, musées;Tous publics;Images, collections numérisées, bases de données;Architecture et patrimoine,Histoire,Musées,Sciences;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme privé;;;;48.878034, 2.310145
823;Fonds régional d'art contemporain - Auvergne;6 Rue du Terrail;63000;Clermont-Ferrand;https://cloud.atalanteprod.com/FRAC/visite-frac-crewdson01.html;(Re) découvrez l'exposition que le FRAC Auvergne avait consacré à Gregory Crewdson en 2017 grâce à la visite virtuelle avec l'accès dans son intégralité au livre édité pour l'occasion;;Gregory Crewdson - The Becket Pictures;Expos, musées;Tous publics;Expositions virtuelles;Musées,Photographie;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;45.778429, 3.086884
825;Fonds régional d'art contemporain - Centre-Val de Loire;88 Rue du Colombier;45000;Orléans;http://www.frac-centre.fr/scolaires/documents-pedagogiques-55.html;Le Frac Centre-Val de Loire met à disposition des dossiers pédagogiques (thématiques et monographiques) réalisés à partir des expositions et des œuvres de la collection.;;Dossiers pédagogiques;Approfondir ses connaissances;Parents / Éducateurs;Ressources pédagogiques;Arts décoratifs, design, métiers d’art;;Le temps d’un week-end;Accès permanent;Ministère de la Culture ou opérateur national;;;;47.903572, 1.901082
826;Fonds régional d'art contemporain - Île-de-France;33 rue des Alouettes;75019;Paris;https://www.fraciledefrance.com/les-petits-ateliers-des-confine-e-s-6-12-ans/;<p>L’équipe du Frac Île-de-France vous propose de les faire à la maison, chaque mercredi, autour d’une oeuvre de la collection.</p>;Primaire;Les petits ateliers des confiné.e.s (6-12 ans);Partager ses passions;Parents / Éducateurs;Création et pratiques artistiques;Arts visuels;;Le temps de manger un sandwich pendant une pause déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.878204, 2.385457
829;Fonds régional d'art contemporain - Nouvelle-Aquitaine;Corto Maltese, La MÉCA 5 parvis;33800;Bordeaux;http://conquetedelart.fr/index.php;Découvrez et partagez ces quatre webdocumentaires qui s’attaquent aux préjugés liés à l’art contemporain. Un bon moyen d'échanger en famille  ou avec des élèves à distance sur l’art de notre temps.;;La conquête de l'art : les webdocs du FRAC Nouvelle Aquitaine;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé,Expositions virtuelles;Arts décoratifs, design, métiers d’art;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;44.828107, -0.551026
833;Fonds régional d'art contemporain - Occitanie;4 rue Rambaud;34000;Montpellier;https://soundcloud.com/frac_occitanie_mtp;Des collégiens et des lycéens ont été invités à rédiger des textes littéraires à partir d'oeuvres de la collection du Frac OM. Les enregistrements sont accompagnés d’une courte présentation de l’artiste et de l’œuvre,;;Podcasts : raconte-moi une oeuvre;Audios;Tous publics;Audio, radio, podcasts,Ressources pédagogiques;Arts visuels,Peinture,Photographie,Sculpture;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;43.606272, 3.869523
835;Fonds régional d'art contemporain - Pays de la Loire;24 bis Boulevard Ampère, La Fleuriaye;44470;Carquefou;http://fracdespaysdelaloire.com/fr/programme/2020/a-la-maison;<p>En cette période de confinement, nos intérieurs sont devenus, pour certains, nos seuls lieux de vie. Focus sur quelques œuvres qui font écho à nos vies actuelles, aux objets qui nous entourent et à nos rêves d’évasion et de nature.</p>;;Le FRAC à la maison;Actualités, débats;Tous publics;Jeux;Arts décoratifs, design, métiers d’art;;Le temps de manger un sandwich pendant une pause déjeuner;Accès gratuit exceptionnel et limité dans le temps;Ministère de la Culture ou opérateur national;;;;47.301962, -1.50313
838;France Télévisions;7, esplanade Henri-de-France;75015;Paris;https://www.france.tv/slash/;Séries, films, documentaires : l’offre numérique de France Télévisions dédiée aux jeunes adultes;;France TV Slash;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Audiovisuel,Cinéma,Éducation artistique et culturelle;;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.839003, 2.270817
840;France Télévisions;7, esplanade Henri-de-France;75015;Paris;https://www.france.tv/okoo/;<p>Okoo (ex Zouzous et Ludo), c'est la nouvelle offre enfants de France Télévisions dédiée aux 3 à 12 ans avec leurs héros préférés, dessins animés, des films d'animation, des documentaires.</p>;;Okoo;Films, documentaires, vidéos;Enfants;Vidéo, flux en direct, programmes en différé;Audiovisuel,Éducation artistique et culturelle;;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.839003, 2.270817
841;France Télévisions;7, esplanade Henri-de-France;75015;Paris;https://www.lumni.fr/;La plateforme éducative de l’ensemble de l’audiovisuel public, enrichit et actualise ses formats d’information à destination des enfants (Zoom, Decod’Actu…) et sera particulièrement mise en valeur par les antennes afin de donner accès à tous les élèves de France, de la maternelle au lycée, à des contenus éducatifs, adaptés à chaque âge et indexés par matière et par niveau scolaire.;;Lumni;Films, documentaires, vidéos;Enfants;Vidéo, flux en direct, programmes en différé;Audiovisuel,Éducation artistique et culturelle;;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.839003, 2.270817
845;Grand Patrimoine de Loire-Atlantique;11 Rue du château de l'Eraudière, Nantes (Administration centrale);44300;Nantes;https://grand-patrimoine.loire-atlantique.fr/espace-enseignants;<p>Grand Patrimoine de Loire-Atlantique propose aux enseignants et professionnels de l'enseignement des ressources en ligne autour des collections du musée Dobrée et des sites patrimoniaux du Département (châteaux, domaines paysagers), à utiliser comme pistes pédagogiques. Notices d’œuvres, exercices, 3D, cet espace regroupe plus de 200 contenus. Accès réservé aux enseignants de Loire-Atlantique, actuellement ouvert aux professionnels de l'enseignement ou aux parents hors territoire, sur demande.</p>;;Ressources pédagogiques en ligne;Approfondir ses connaissances;Parents / Éducateurs;Ressources pédagogiques;Architecture et patrimoine,Monuments historiques,Musées;;Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;;47.243957, -1.536686
847;Groupe de recherches et d'essais cinématographiques (GREC);14 rue Alexandre Parodi;75010;Paris;http://www.grec-info.com/films_en_ligne.php;Diffusion en ligne de films produits par le GREC (1ers courts métrages) y compris les films de son patrimoine (depuis 1969).;;Films en ligne;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Audiovisuel,Cinéma;;Toute une vie ne suffit pas;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.879987, 2.36535
852;Horschamp - Rencontres de Cinéma;43A, avenue Simon Bolivar;75019;Paris;https://www.horschampfrance.com/videotheque;<p>Vidéothèque rassemblant plus de 200 leçons de cinéma du monde entier à consulter gratuitement et en illimité. Paul Thomas Anderson, Jacques Audiard, Marco Bellocchio, Clint Eastwood, Xavier Dolan, Bertrand Bonello, Quentin Tarantino, Larry Clark, Al Pacino, Jean-Pierre Jeunet, Fanny Ardant, Martin Scorsese, Gaspard Ulliel...</p>;;Vidéothèque : leçons de cinéma en ligne;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Cinéma;;Le temps d’une soirée;Accès permanent;Organisme privé;;;;48.877074, 2.379381
864;Institut national de l'audiovisuel (INA);18, avenue des Frères-Lumière;94366;Bry-sur-Marne;https://www.youtube.com/user/inachansons;Plus de 3000 vidéos inédites d'artistes français et internationaux.Retrouvez Barbara, Brel, Souchon, Johnny Hallyday, Claude François, Sacha Distel, Pink Floyd, Rolling Stone, Mike Brant, Sardou, Gainsbourg, Nicole Croisille, France Gall, Eddy Mitchell, Michel Delpech, Joe Dassin,  Fugain, Dutronc, Jonasz, Sylvie Vartan, Marcel Amont, Nougaro ..;;INA Chansons;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé,Expositions virtuelles;Audiovisuel,Histoire,Littérature, sciences humaines, langues;;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.836527, 2.532676
