nom_du_jardin;code_postal;region;departement;adresse_complete;adresse_de_l_entree_du_public;numero_et_libelle_de_la_voie;complement_d_adresse;commune;code_insee;code_insee_departement;code_insee_region;latitude;longitude;site_internet_et_autres_liens;types;annee_d_obtention;description;auteur_nom_de_l_illustre;identifiant_deps;identifiant_origine;accessible_au_public;conditions_d_ouverture;equipement_precision;date_de_creation;date_de_maj;coordonnees_geographiques
Jardin d’En Galinou;31460;Occitanie;Haute-Garonne;Lancon 31460 Caraman;Lancon, 31460 Caraman, France;Lancon;;Caraman;31006;31;76.0;43.521495;1.736873;"[""http://www.galinou.fr"", ""https://www.facebook.com/EnGalinou/""]";Jardin contemporain,Jardin privé;2015;Quand nous sommes arrivés, le terrain était une friche carrée, de 8000 m2 en légère pente vers le sud, avec une source captée juste dans l'angle Nord-Est. Il a fallu tout faire à partir de rien, c'est ce qui nous plaisait. On a commencé par des arbres à l'est pour nous protéger du vent d'autan, puis on a planté les rocailles et les plates-bandes. Tout le travail de plantation, de taille, d'arrachage doit aboutir à ce qu'on voit un paysage et non pas un jardin. On met une plante là où nous pensons qu'elle sera bien et non pas là où elle ferait bien. Une grande rocaille traverse le jardin d'ouest en est le long d'une cassure de la pente. Cette rocaille s'est étendue petit à petit, d'abord à l'ouest, puis à l'est (temps de travail : deux heures à deux par m2 de rocaille). Elle fait 300 m2 maintenant. Il nous a fallu 5 ans pour la construire. Puis on a créé des plate-bandes au nord de cette rocaille, des bassins pour prolonger la source, enfin on s'attaque au sud.;;JARD_31106_0001;MHR_76_JR0034;"[""ouvert""]";"[""saisonnière"", ""de jour""]";;2020-06-08 09:23:00;2022-12-21 11:54:17;43.521495, 1.736873
Jardin de Kerfouler;22260;Bretagne;Côtes d'Armor;5 Kerfouler, 22260 Plouëc-du-Trieux, France;5 Kerfouler, 22260 Plouëc-du-Trieux, France;5 Kerfouler;;Plouëc-du-Trieux;22212;22;53.0;48.674471;-3.176435;"[""http://www.les-jardins-de-kerfouler.com/""]";Jardin contemporain,Jardin privé;2020;Jardin privé créé en 2010 à proximité d’une ancienne ferme du XVIIIe siècle. Une quinzaine de petits jardins, cloisonnés de palissades de verdure ou de métal, se succèdent suivant un parcours labyrinthique et volontairement contrasté, créant la surprise : jardins classique, dunaire, marocain, zen, potager… Certains s’accompagnent d’une ambiance sonore ou incorporent une activité ludique. Belle diversité végétale (0,6 ha).;;JARD_22212_0001;MHR_53_JR0025;"[""ouvert""]";"[""saisonnière"", ""de jour""]";;;2022-12-16 16:13:50;48.674471, -3.176435
Parc floral de la Source;45100;Centre-Val de Loire;Loiret;La ligue de l enseignement, avenue du parc Floral, 45100 Saint-Cyr-en-Val, France;La ligue de l enseignement, avenue du parc Floral, 45100 Saint-Cyr-en-Val, France;La ligue de l enseignement;;Saint-Cyr-en-Val;45234;45;24.0;47.846263;1.940609;"[""http://www.parcfloraldelasource.com""]";Jardin régulier,Parc paysager,Jardin contemporain,Jardin de collection,Jardin public;2009;Le Jardin de La Source : d'amples massifs de fougères ponctués de rhododendrons épaulent la sente qui mène, en un parcours intimiste, à la source du Loiret. Une végétation de sous-bois et des filets d'eau coulant sur des pavés suggèrent la présence de cette source toute proche. Unique en France avec celle du Vaucluse, résurgence karstique de la Loire, la source du Loiret est la curiosité majeure du Parc Floral. Le visiteur peut également se promener en pleine nature dans le sous-bois du plateau de Sologne, à l'ombre des grands arbres, à l'écoute des 96 espèces d'oiseaux qui fréquentent les lieux. Des jardins de dahlias, d'annuelles, de fuschias ainsi qu'un potager complètent la promenade en ce lieu enchanteur. Collection Nationale d'iris et de clématites.L;;JARD_45234_0001;MHR_24_JR0027;[];[];;2020-06-08 09:24:00;2022-07-22 10:27:51;47.846263, 1.940609
Jardin zen d'Erik Borja;26600;Auvergne-Rhône-Alpes;Drôme;530 Chem. du Jardin Zen, 26600 Beaumont-Monteux, France;530 Chem. du Jardin Zen, 26600 Beaumont-Monteux, France;530 Chem. du Jardin Zen;;Beaumont-Monteux;26379;26;84.0;45.042977;4.948094;"[""http://www.erikborja.fr"", ""https://www.facebook.com/jardinzenerikborja/"", ""https://twitter.com/JardinErikBorja""]";Jardin contemporain,Jardin privé;2004;Jardin privé (3 hectares) créé par Erik Borja. Ce jardin d'artiste est composé d'une succession de 5 jardins japonais : jardin d'accueil, de méditation, de thé, de promenade et du dragon et d'un jardin méditerranéen. Une bambouseraie clôt l'ensemble situé en bord de rivière. Ouvert toute l'année sur rendez-vous.;;JARD_26379_0001;MHR_84_JR0019;[];[];;;2022-07-22 10:27:49;45.042977, 4.948094
Arboretum de la Vallée-aux-Loups;92290;Île-de-France;Hauts-de-Seine;102 Rue de Chateaubriand, 92290 Châtenay-Malabry, France;102 Rue de Chateaubriand, 92290 Châtenay-Malabry, France;102 Rue de Chateaubriand;;Châtenay-Malabry;92019;92;11.0;48.773346;2.267686;"[""http://vallee-aux-loups.hauts-de-seine.fr/"", ""https://www.facebook.com/Valleeauxloups.Chateaubriand/"", ""https://twitter.com/chateaubriandvl"", ""https://www.instagram.com/valleeauxloups/""]";Parc paysager,Jardin de collection,Jardin public;2004;Situé au cœur du Domaine de la Vallée-aux-Loups, l’Arboretum suggère des balades dans une atmosphère paisible. Son charme est tout autant lié à sa situation protégée au creux du vallon, à son histoire, qu’à son impressionnante collection végétale. Composé initialement d’un jardin à la française en son cœur et de terres nourricières autour, ce domaine aristocratique a évolué au XIXe siècle, le jardin à la française faisant place à un jardin anglais, suivant les goûts de l’époque en matière paysagère. En 1890, les pépinières Croux investissent le domaine et utilisent le jardin anglais comme parc de démonstration de leurs arbres pour leur clientèle et les terres agricoles alentours deviennent des terrains de production horticole. La majeure partie des arbres centenaires remarquables de l’Arboretum est l’héritage de cette vitrine prestigieuse. Au début du XXe siècle, les pépinières Croux sont considérées comme les plus importantes de France, tant au niveau de la taille de l’exploitation que de la variété et de la qualité des végétaux proposés. L’Arboretum abrite également une collection de Convolvulacées confiée par le botaniste et créateur Patrick Blanc, qui est reconnue depuis 1999 comme collection nationale par le Conservatoire des Collections Végétales Spécialisées (CCVS). En 2013, le Département fait l’acquisition de 66 bonsaïs issus de la collection du spécialiste français Remy Samson, qui exposait sa production à deux pas de l’Arboretum. Ces arbres miniatures, d’espèces et de styles variés et dont certains sont très âgés, sont aujourd’hui présentés dans une serre dédiée.;;JARD_92019_0002;MHR_11_JR0040;"[""ouvert""]";"[""à l’année"", ""de jour""]";;2020-06-08 09:24:00;2022-12-19 18:28:55;48.773346, 2.267686
Jardin de Silières;52600;Grand Est;Haute-Marne;14 Rue Candree, 52600 Cohons, France;14 Rue Candree, 52600 Cohons, France;14 Rue Candree;;Cohons;52134;52;44.0;47.788012;5.344147;"[""http://www.siliere.fr/""]";Jardin régulier,Jardin privé;2015;Silière est un jardin à la française créé à partir de 1661 et attribué à Le Nôtre. Au-delà de sa composition, de ses parterres de buis, de ses charmilles et de ses allées de tilleuls, le jardin illustre l’accomplissement de l’être humain. Au retour, une promenade romantique sinue le long d’un ruisseau vif et clair, agrémenté d’une cascade et d’une tufière.;;JARD_52134_0002;MHR_44_JR0024;[];[];monument historique;2020-06-08 09:24:00;2022-07-22 10:28:30;47.788012, 5.344147
Jardin de Miromesnil;76550;Normandie;Seine-Maritime;Terres de Miromesnil, 76550 Tourville-sur-Arques, France;Terres de Miromesnil, 76550 Tourville-sur-Arques, France;Terres de Miromesnil;;Tourville-sur-Arques;76707;76;28.0;49.86120906374;1.0818517631833;"[""http://www.chateaumiromesnil.com""]";Jardin vivrier,Jardin privé;2004;"""Grand prix 2011"" de la société d'horticulture de France, le jardin potager de Miromesnil est un bel exemple de jardin nourricier traditionnel. Clos de murs du XVIIe siècle, quatre carrés où sont sagement alignés fleurs, fruits et légumes sont entrecoupés par des allées engazonnées longées de mixed borders.Dans le parc, les jardins à la française sont évoqués grâce à une tonte judicieuse.Cèdre du Liban, hêtre pourpres et autres arbres remarquables vous invitent à la promenade.";;JARD_76707_0001;MHR_28_JR0032;[];[];maison des illustres;import;2022-03-09 12:54:51;49.86120906374, 1.0818517631833
Parc du château Blanzat;63112;Auvergne-Rhône-Alpes;Puy-de-Dôme;256 Rue de la Libération, 63112 Blanzat, France;256 Rue de la Libération, 63112 Blanzat, France;256 Rue de la Libération;;Blanzat;63042;63;84.0;45.827062;3.074143;[];Jardin régulier,Parc paysager,Jardin privé;2006;Ce jardin, en cours de restauration, entoure une maison du XVIIIe siècle. Vous pourrez contempler la création récente d'un théâtre de verdure, de massifs, d'allées, etc., en harmonie avec les éléments architecturaux.;;JARD_63042_0001;MHR_84_JR0004;[];[];monument historique;2020-12-11 13:15:50;2022-07-22 10:27:52;45.827062, 3.074143
Jardin du Kestellic;22220;Bretagne;Côtes d'Armor;3 Le Kestellic, 22220 Plouguiel, France;3 Le Kestellic, 22220 Plouguiel, France;3 Le Kestellic;;Plouguiel;22221;22;53.0;48.798953;-3.227716;"[""http://www.kestellic.fr"", ""https://www.facebook.com/lejardindukestellic/""]";Jardin de collection,Jardin privé;2009;Jardin privé créé vers 1880 par un ancien navigateur sur un flanc escarpé du Jaudy, et réaménagé continuellement à partir des années 1970. L'exposition du site favorise la croissance d'essences méditerranéennes (chênes liège, chênes verts, arbousiers...) et l'acclimatation de plantes exotiques originaires d'Australie, de Nouvelle-Zélande, de Californie, d'Amérique du Sud et d'Afrique du Sud principalement (MH – 8 ha).;;JARD_22221_0001;MHR_53_JR0007;[];[];monument historique;2020-06-08 09:24:00;2022-07-22 10:28:14;48.798953, -3.227716
Jardins du Bâtiment;85210;Pays de la Loire;Vendée;2 Le Batiment, 85210 Thiré, France;2 Le Batiment, 85210 Thiré, France;2 Le Batiment;;Thiré;85290;85;52.0;46.551303;-1.012095;"[""http://www.jardindewilliamchristie.fr""]";Jardin régulier,Jardin contemporain,Jardin privé;2004;Autour d'un logis du XVIIe siècle, ces jardins créés en 1987 s'inspirent des jardins maniéristes et baroques. Les parterres de buis, les haies d'if et de charmes, les mails de tilleuls se succèdent en terrasses, formant une architecture savante. Remarquable également, le théâtre de verdure en chinoiseries.;;JARD_85290_0001;MHR_52_JR0018;[];[];monument historique;2020-06-08 09:24:00;2022-07-22 10:28:12;46.551303, -1.012095
Jardin-musée Bourdelle;77620;Île-de-France;Seine-et-Marne;1 Rue Dufet Bourdelle, 77620 Égreville, France;1 Rue Dufet Bourdelle, 77620 Égreville, France;1 Rue Dufet Bourdelle;;Égreville;77168;77;11.0;48.184224;2.859647;"[""http://www.musee-jardin-bourdelle.fr/""]";Jardin régulier,Jardin public;2018;Le musée Bourdelle conserve dans ses jardins une cinquantaine de sculptures dont certaines sont méconnues. Œuvres confidentielles, projets audacieux et parfois avortés, ces pièces révèlent des facettes insolites du maître des lieux.;;JARD_77168_0001;MHR_11_JR0035;"[""ouvert""]";"[""de jour""]";monument historique;2020-12-11 13:16:29;2022-12-19 18:23:25;48.184224, 2.859647
Parc du château Lafayette;43230;Auvergne-Rhône-Alpes;Haute-Loire;2 Les Partines, 43230 Chavaniac-Lafayette, France;2 Les Partines, 43230 Chavaniac-Lafayette, France;2 Les Partines;;Chavaniac-Lafayette;43067;43;84.0;45.161434;3.582761;"[""http://www.chateau-lafayette.com""]";Jardin régulier,Parc paysager,Jardin privé,Jardin public;2011;Situé au sud de l'Auvergne, le château est la demeure natale du Général Marquis de Lafayette. Ses fondations datent du XIVe siècle. Le parc qui s'étend sur trois hectares est de conception récente (début du XXe siècle) sous l'impulsion de J.Moffat administrateur du mémorial Lafayette, association américaine propriétaire du site de 1916 à 2009 (maintenant la propriété du département). Le parc a conservé de nombreux aménagements qui le caractérisaient au cours du XXe siècle : le jardin anglais, les jardins aquatiques, le bois de conifères, l'arboretum et la roseraie. Vous pourrez aussi admirer le Chêne de Lafayette, âgé de trois siècles, et l'Arbre de Lune ainsi que des sapins de Vancouver, des cyprès de l'Atlas, des ginkgo, des metasequoias, des hêtres pourpres, des cyprès de Lawson...;;JARD_43067_0001;MHR_84_JR0003;[];[];monument historique;2020-06-08 09:25:00;2022-10-06 18:43:33;45.161434, 3.582761
Jardin de l'Hôtel de Ville;51200;Grand Est;Marne;7 bis Av. de Champagne, 51200 Épernay, France;7 bis Av. de Champagne, 51200 Épernay, France;7 bis Av. de Champagne;;Épernay;51230;51;44.0;49.043765;3.958647;"[""http://www.epernay.fr""]";Jardin régulier,Parc paysager,Jardin public;2012;Représentatif d’un Second Empire ostentatoire, ce parc ornait l’hôtel particulier de Camille Jacques Victor Auban-Moët avant de devenir celui de l’hôtel de ville, à partir de 1919. L’ensemble de la composition s’admire depuis le belvédère inspiré du temple de l'amour du parc du Petit Trianon de Versailles.;;JARD_51230_0002;MHR_44_JR0026;[];[];monument historique;2020-12-11 13:16:16;2022-07-22 10:27:56;49.043765, 3.958647
Jardin de nénuphars des pépinières Latour-Marliac;47110;Nouvelle-Aquitaine;Lot-et-Garonne;11 Clos de la Commanderie, 47110 Le Temple-sur-Lot, France;11 Clos de la Commanderie, 47110 Le Temple-sur-Lot, France;11 Clos de la Commanderie;;Le Temple-sur-Lot;47306;47;75.0;44.378483;0.52087;"[""http://www.latour-marliac.com"", ""https://www.facebook.com/latourmarliac"", ""https://twitter.com/latourmarliac""]";Jardin de collection,Jardin privé;2004;Berceau historique de l’hybridation des nénuphars ayant conservé ses bassins historiques. Fournisseur de Claude Monet pour les jardins de Giverny, cette pépinière botanique présente plus de 200 variétés de nénuphars et de plantes aquatiques.;;JARD_47306_0001;MHR_75_JR0031;[];[];;;2022-07-22 10:28:05;44.378483, 0.52087
Jardin du Las;83200;Provence-Alpes-Côte d'Azur;Var;566 Chem. du Jonquet, 83200 Toulon, France;566 Chem. du Jonquet, 83200 Toulon, France;566 Chem. du Jonquet;;Toulon;83137;83;93.0;43.141804;5.910934;"[""https://toulontourisme.com/fiche/jardin-du-las/""]";Jardin de collection,Jardin public;2013;Créé au XIXe siècle par des marins toulonnais, ce jardin de 15000m², situé en plein coeur de la vallée du Las, accueille des plantes exotiques venues d'Orient, d'Océanie et d'Amérique. A l'entrée, son ordonnancement reste très classique pour s'organiser de plus en plus librement lorsqu'on arrive vers la rivière avec notamment une grande prairie.;;JARD_83137_0001;MHR_93_JR0034;[];[];musee de france;2020-12-11 13:14:09;2022-07-22 10:28:11;43.141804, 5.910934
Parc et jardin du château;58110;Bourgogne-Franche-Comté;Nièvre;Frasnay, 58110 Châtillon-en-Bazois, France;Frasnay, 58110 Châtillon-en-Bazois, France;Frasnay;;Châtillon-en-Bazois;58001;58;27.0;47.058343;3.676314;"[""http://www.chateaubazois.com"", ""https://www.instagram.com/chateaubazois/""]";Jardin régulier,Parc paysager,Jardin contemporain,Jardin privé;2004;"Un parc et des jardins dont les mots qui viennent à l'esprit sont charme et inventivité.Canaux, rivière bassins et buis arbres de collection en sont les éléments essentiels.";;JARD_58065_0001;MHR_27_JR0002;[];[];monument historique;2020-06-08 09:24:00;2022-12-07 16:23:29;47.058343, 3.676314
Jardins de l'abbaye de Valloires;80120;Hauts-de-France;Somme;1 Valloires, 80120 Argoules, France;1 Valloires, 80120 Argoules, France;1 Valloires;;Argoules;80025;80;32.0;50.348467;1.818872;"[""http://www.baiedesomme.fr"", ""https://www.instagram.com/jardinsdevalloires/""]";Jardin régulier,Parc paysager,Jardin contemporain,Jardin de collection,Jardin public;2004;5 ambiances pour 5 jardins : sur 8 hectares, les jardins de Valloires, conçus par Gilles Clément, rassemblent une collection de 5000 espèces et variétés d’arbustes en différents espaces : roseraie, jardin des 5 sens, jardin de l'évolution…;;JARD_80025_0001;MHR_32_JR0023;[];[];;2020-06-08 09:24:00;2022-07-22 10:27:59;50.348467, 1.818872
Jardins d'Albertas;13320;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;142 Chem. de Cougnaou, 13320 Bouc-Bel-Air, France;142 Chem. de Cougnaou, 13320 Bouc-Bel-Air, France;142 Chem. de Cougnaou;;Bouc-Bel-Air;13015;13;93.0;43.445268;5.410843;"[""http://jardinsalbertas.com"", ""https://www.facebook.com/JardinsdAlbertas/"", ""https://twitter.com/jardinsalbertas"", ""https://www.instagram.com/jardins_dalbertas/""]";Jardin régulier,Jardin privé;2008;Jardins du XVIIe siècle dans la grande tradition du jardin de Le Nôtre. Mise en perspective des statues, fontaines et bassins qui rythment la visite.;;JARD_13015_0001;MHR_93_JR0018;[];[];monument historique;2020-06-08 09:24:00;2022-07-22 10:28:20;43.445268, 5.410843
Parc du château Saint-Jean de Beauregard;91940;Île-de-France;Essonne;3 Rue du Château, 91940 Saint-Jean-de-Beauregard, France;3 Rue du Château, 91940 Saint-Jean-de-Beauregard, France;3 Rue du Château;;Saint-Jean-de-Beauregard;91560;91;11.0;48.663884;2.168738;"[""http://www.domsaintjeanbeauregard.com"", ""https://www.instagram.com/chateaudesaintjeandebeauregard/""]";Jardin régulier,Parc paysager,Jardin vivrier,Jardin privé;2004;Le Château de Saint-Jean de Beauregard est une destination prisée par les amateurs de jardin du monde entier. Invitation à découvrir l’art de vivre au XVIIe siècle, cette propriété familiale a conservé intact son environnement d’époque : château meublé et habité, plus grand pigeonnier d’Ile-de-France, étonnant potager fleuri à la française unique par la diversité et la rareté de ses collections végétales.;;JARD_91560_0001;MHR_11_JR0004;[];[];monument historique;2020-06-08 09:23:00;2022-07-22 10:28:14;48.663884, 2.168738
Jardins de Plantbessin;14490;Normandie;Calvados;656 Chem. de Canchy, 14490 Castillon, France;656 Chem. de Canchy, 14490 Castillon, France;656 Chem. de Canchy;;Castillon;14140;14;28.0;49.196481;-0.821383;"[""http://www.jardinscastillon-plantbessin.com""]";Parc paysager,Jardin de collection,Jardin privé;2004;"Deux magnifiques jardins : le premier est une succession de ""chambres"", le deuxième est composé de trois terrasses.Deux jardins magnifiques. Le premier est une succession de ""chambres"" avec plans d'eau, mixed border, jardin de senteurs, pergola. Le deuxième composé de trois terrasses successives ponctuées d'ifs traités en topiaires. Très belle bordure de graminées. plan d’eau d'agrémentation central. 4 beaux cornus controversa ornent la partie centrale. De nombreuses porteries des bancs pour permettre aux visiteurs de s’asseoir, et autres éléments décoratifs parsemés ça et là.";;JARD_14140_0001;MHR_28_JR0004;[];[];;;2022-07-22 10:28:15;49.196481, -0.821383
